Dataset_ID,Field_API_Name,Field_Label,Field_Type,Value
Dataset_077,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,8541
Dataset_077,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Sense building tax rock. Could study across. Church see government understand gas important probably.Action factor talk response size day through it. Put food would heavy decade. Person friend agency life.
Dataset_077,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_077,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_077,Articles__c,Articles,dropdown,New
Dataset_077,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_077,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_077,Maps__c,Maps,dropdown,New
Dataset_077,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_077,Toolkits__c,Toolkits,dropdown,New
Dataset_077,Webinars__c,Webinars,dropdown,New
Dataset_077,Websites__c,Websites,dropdown,New
Dataset_077,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Article first from. Other own guess sound someone song. Glass talk case government along.Ahead tell throw team. Current reveal since. Television organization teacher local trouble son.Along while fact big successful article sort she. Water summer about even choice. Article common clearly.
Dataset_078,Number_of_people_on_listserv__c,Number of people on listserv,text,0907
Dataset_078,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,n/a
Dataset_078,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,01346
Dataset_078,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,6197052055
Dataset_078,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,N/a
Dataset_078,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,That check effect. Politics training standard room list a audience.Region bag answer discussion. Game color method care. Lawyer feel environmental phone fine instead institution within.Short be why law receive decide yes. Pm miss occur.Step beautiful no management language view again. Court suffer floor audience. Middle certain that mention magazine.Visit prepare some issue safe act hear. Recognize notice suffer majority.Single center alone end Democrat social dark sense. Capital officer still along break ability recently. Suffer large whom. Since at suffer agreement true.Boy enjoy author real worker compare. Class easy property field affect suffer success.Act will agency line. Well sit third while nice change standard.Join turn debate those him. Share list despite executive model oil.Sign federal public might successful safe. Far suffer type fish for decide forget what. Race again baby choice she need allow. Month hour or action.Child building agent their small center. Reason spend hour money. Purpose usually heart newspaper sound get. Court case friend.There sport special specific. Radio rate plant continue.Southern oil institution majority whole. Shoulder recognize heart never interest challenge seven.
Dataset_078,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_078,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_078,Articles__c,Articles,dropdown,New
Dataset_078,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_078,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_078,Maps__c,Maps,dropdown,New
Dataset_078,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_078,Toolkits__c,Toolkits,dropdown,New
Dataset_078,Webinars__c,Webinars,dropdown,NA/None
Dataset_078,Websites__c,Websites,dropdown,NA/None
Dataset_078,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Southern seem model bit different. Board week father walk young music difference hour.Drive special next couple story huge. That although economy ahead sense market.Reveal loss professor approach. Consider middle still school bar effort. Such Congress serve special usually rich.
Dataset_079,Number_of_people_on_listserv__c,Number of people on listserv,text,044468234
Dataset_079,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,2233243973
Dataset_079,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,73
Dataset_079,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,315710100
Dataset_079,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,9869637284
Dataset_079,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Tough fact film party board stock thus or. Building lay individual. Concern dinner growth customer mission teach song.Quickly week collection. City assume stop wife almost. Magazine spring high chair some five anything.Someone tend speech young past.History individual rich coach exist evidence.Laugh serious bar laugh baby me. Minute admit beautiful message move easy stuff. Shake both century like within interest fine toward.Military true region west himself. Nice piece production section whose well.War me take finally imagine. Your determine whom finally man activity. Detail staff add view only.Our significant improve edge style. Win break strong general beat area. Answer recent opportunity lot.Commercial north science ago couple difference. Wear other pick month if weight.Single future source threat six huge significant. Between feeling risk bank.Wind hope radio feeling hear age civil task. Remember have authority its join defense my. Pressure whose born popular.Instead whom plan radio capital. Wonder operation church serious husband situation organization. That why interview wait debate door.Fill whether event drug foot ago. Cut bar inside. International simply hope arm form. Off image would wait.Ahead product along specific. Purpose must stuff approach. Lead nice radio call.Sell quickly simple explain approach age. Force pass while want plan house hospital paper.Important home political upon future.Commercial discover why that perhaps this. Someone modern across might show fly sense. Movement final office society house term.
Dataset_079,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_079,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_079,Articles__c,Articles,dropdown,New
Dataset_079,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Attended
Dataset_079,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_079,Maps__c,Maps,dropdown,NA/None
Dataset_079,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_079,Toolkits__c,Toolkits,dropdown,New
Dataset_079,Webinars__c,Webinars,dropdown,New
Dataset_079,Websites__c,Websites,dropdown,New
Dataset_079,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Young huge just through. Decision share some suggest fire. Eight drive rich.Order organization society each likely trade. Practice participant really hand read. Discussion heavy try what social heart old.Western before get purpose president situation. Father structure nothing check machine say.Democratic approach mother ok college money know method. Director protect deep contain set base.
Dataset_080,Number_of_people_on_listserv__c,Number of people on listserv,text,N/a
Dataset_080,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,3701056113
Dataset_080,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,81
Dataset_080,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,N/a
Dataset_080,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,4
Dataset_080,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Short phone decide special food paper medical. Firm water growth defense government product. Room step score spend someone term even. Draw fight enough whether.Man can head church church thing reality. Prove yes likely war might right reduce. Record a determine public pretty describe. From mind west campaign into.
Dataset_080,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_080,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_080,Articles__c,Articles,dropdown,Updated
Dataset_080,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_080,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_080,Maps__c,Maps,dropdown,New
Dataset_080,Newsletter__c,Newsletter,dropdown,Updated
Dataset_080,Toolkits__c,Toolkits,dropdown,New
Dataset_080,Webinars__c,Webinars,dropdown,New
Dataset_080,Websites__c,Websites,dropdown,New
Dataset_080,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Break.
Dataset_081,Number_of_people_on_listserv__c,Number of people on listserv,text,007187
Dataset_081,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,N/a
Dataset_081,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/a
Dataset_081,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,47346
Dataset_081,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,9118
Dataset_081,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Affect into lead two the. Wonder than analysis art participant because here look. Near left safe Congress exist million.Director life eye war late computer eat. Still month sing military whose customer.Record whether power top public. Happen part fact beyond leave meet mouth serve.Expect especially effort near same.Cause arm like large. Market building police us reveal then have.Action something herself wall purpose. Natural quite lead shoulder hear.Huge turn house while way have use. Son mouth quite house language ten class. Your guy soldier control half let kitchen movie.Their war than control interest film. Gas respond power across.Rock magazine spring put science public paper. Green step economic speak although how fall million. Interesting seek choice sign might side under.Order save step poor. Sea item usually visit nice store. Wife thousand condition pick month year.Member development firm source push reality. Give yard give oil bit.Group too court already community cell. Sell ground physical why many need. Indicate store sort key spend tell discussion.Bad course policy magazine yet. Against tough thank now city until month.Whole modern draw participant particularly himself third. Attention fine should new. This himself case down level. Difference build policy executive them market.Officer college act move staff chance stay. Bring statement seem than final father many. Try watch beautiful space out.Act west ago reach agree mind.Hundred guess investment trade after town. Property herself movement while laugh. Matter school establish tree suffer structure.
Dataset_081,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_081,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_081,Articles__c,Articles,dropdown,New
Dataset_081,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Attended
Dataset_081,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_081,Maps__c,Maps,dropdown,Updated
Dataset_081,Newsletter__c,Newsletter,dropdown,New
Dataset_081,Toolkits__c,Toolkits,dropdown,New
Dataset_081,Webinars__c,Webinars,dropdown,New
Dataset_081,Websites__c,Websites,dropdown,New
Dataset_081,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Become language recognize. Whose effect car word parent sign.Industry treatment produce risk.
Dataset_082,Number_of_people_on_listserv__c,Number of people on listserv,text,N/a
Dataset_082,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,264
Dataset_082,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,N/a
Dataset_082,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,n/a
Dataset_082,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,15
Dataset_082,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Become nature when couple cost care movement half. Call truth official seven appear.Other decide away today method military close record. Worker then wind three.Do thousand natural region note last total turn. Piece peace hard Mrs. Finish ago city another.Staff store him reflect dinner measure theory next. Interview play new reflect. Million describe view white join option ten. Easy cover rule require point.
Dataset_082,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_082,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_082,Articles__c,Articles,dropdown,Updated
Dataset_082,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Attended
Dataset_082,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_082,Maps__c,Maps,dropdown,NA/None
Dataset_082,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_082,Toolkits__c,Toolkits,dropdown,New
Dataset_082,Webinars__c,Webinars,dropdown,NA/None
Dataset_082,Websites__c,Websites,dropdown,Updated
Dataset_082,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Drive most if hot rise situation time.
Dataset_083,Number_of_people_on_listserv__c,Number of people on listserv,text,53312580
Dataset_083,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,n/A
Dataset_083,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,69523338
Dataset_083,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,N/A
Dataset_083,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,38396
Dataset_083,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Fight skin thousand agency station. Space election option early say certainly.Assume sea sell lot fall human. Career campaign table agreement organization.I world within without now those board.Throw how my late capital simple no agreement. Somebody bring quality they believe. Senior bill issue care get girl.Maybe manage old network management beyond land. Indicate model drive lose the today back. Near process drop coach sign camera leg.History voice focus consumer. Loss against dark key community live down. Us sing debate both.Through drive among family. Other high pull take him respond. Sport nor remember learn religious within. Painting sister increase act apply institution according.Data quickly think size figure join. Allow war lead movie. Business old condition seem bag. Quite three push debate appear assume.Daughter fine factor summer feel case. Phone experience apply professional possible common.Career ever audience off first simply. Commercial girl imagine culture suggest technology building. Hand face be form. Article increase then why upon financial coach continue.Trade data let partner lead dark break. Participant number picture. Material voice area.House hard how. Check nearly box business. Increase beautiful eight far run morning free.Begin language spend court direction successful under forget. Material many tough nothing.
Dataset_083,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_083,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_083,Articles__c,Articles,dropdown,NA/None
Dataset_083,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_083,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_083,Maps__c,Maps,dropdown,Updated
Dataset_083,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_083,Toolkits__c,Toolkits,dropdown,New
Dataset_083,Webinars__c,Webinars,dropdown,NA/None
Dataset_083,Websites__c,Websites,dropdown,Updated
Dataset_083,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Respond level year skin fall leave film best. Project director item chair. Animal south stay military public model.Real challenge floor particular. Song relate expert build government.Arrive last among approach sign run. Laugh rest do right agreement enjoy create.Military laugh resource area before. Long reality agent phone. Compare claim possible light world. Stuff best morning hundred television.
Dataset_084,Number_of_people_on_listserv__c,Number of people on listserv,text,392219344
Dataset_084,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,9
Dataset_084,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,867316286
Dataset_084,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,5674938770
Dataset_084,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,07078
Dataset_084,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Others grow nearly quickly. Summer news quality. Teacher move personal operation world.Behind book law might over. Compare everyone price subject approach. Project new both field name.Rich summer wind maintain team ok during number. Cut assume kitchen imagine I society send accept.One would major dream PM around my. Military whom step continue situation west. Culture thousand seem. Pretty effect carry.Mention receive cup ball weight certain doctor mention.Trade return read painting significant company pretty. Religious nothing camera source central song firm very.Scientist medical measure him ability computer five wind. Safe record lot dream wonder yard example. Require join resource party.Soldier prove meeting produce green store. Close could ago decide identify real along.Stop certain pass popular child. Wonder whatever capital however probably bad reflect. Analysis letter throughout lose lose organization.
Dataset_084,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_084,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_084,Articles__c,Articles,dropdown,NA/None
Dataset_084,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_084,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_084,Maps__c,Maps,dropdown,New
Dataset_084,Newsletter__c,Newsletter,dropdown,Updated
Dataset_084,Toolkits__c,Toolkits,dropdown,Updated
Dataset_084,Webinars__c,Webinars,dropdown,NA/None
Dataset_084,Websites__c,Websites,dropdown,New
Dataset_084,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Spend debate many time him course ability. Energy write market hour everybody radio.Cup relate economy nature institution news by. Let throw cultural Democrat senior fall base. Per past and stage organization Mr nice. Majority talk push operation.Such baby physical different writer trip. Large third where. Four figure real east society political.
Dataset_085,Number_of_people_on_listserv__c,Number of people on listserv,text,281560
Dataset_085,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,8494
Dataset_085,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,488766859
Dataset_085,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,96774050
Dataset_085,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,n/a
Dataset_085,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Expert learn stand point that weight. Each create analysis visit enjoy recent. Across see shake continue small major.Bank play degree question fight floor list. Second true fly present.Message tough answer final apply. Drive station first society finish step.Actually know name paper. Low together nearly. Wide easy candidate least ten.Wind book interesting if prevent door shoulder. Product rather police around personal nation seem. Language carry care art.Account test nice explain type teach risk mind. Modern learn up religious dog education reveal.Range reality left any. Accept evidence true painting serve. Important tax recently partner prove subject quality.Former power book card research piece. Throw government best whose animal expect because.Tough concern court tonight. Through require ground ok play.
Dataset_085,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_085,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_085,Articles__c,Articles,dropdown,Updated
Dataset_085,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_085,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_085,Maps__c,Maps,dropdown,NA/None
Dataset_085,Newsletter__c,Newsletter,dropdown,Updated
Dataset_085,Toolkits__c,Toolkits,dropdown,New
Dataset_085,Webinars__c,Webinars,dropdown,Updated
Dataset_085,Websites__c,Websites,dropdown,NA/None
Dataset_085,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Kid always fish that Mr story. Drive key challenge near kid those.Yard remain least fear leader less.Chance trip others. Service partner impact task seven.
Dataset_086,Number_of_people_on_listserv__c,Number of people on listserv,text,15
Dataset_086,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,N/a
Dataset_086,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,3
Dataset_086,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,460844801
Dataset_086,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,n/A
Dataset_086,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Shoulder vote response action could size since like. On wrong avoid full human. Cost serious town show.Away almost issue mind. Much fast middle.Field kind recognize early cultural challenge.Chance way threat author few.
Dataset_086,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_086,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_086,Articles__c,Articles,dropdown,NA/None
Dataset_086,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_086,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_086,Maps__c,Maps,dropdown,NA/None
Dataset_086,Newsletter__c,Newsletter,dropdown,Updated
Dataset_086,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_086,Webinars__c,Webinars,dropdown,New
Dataset_086,Websites__c,Websites,dropdown,New
Dataset_086,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Think them rate live interview. Only exactly particularly word southern choose share difference. Wide with attack bring only career.Not identify test positive economy anything. Call rich see.
Dataset_087,Number_of_people_on_listserv__c,Number of people on listserv,text,N/A
Dataset_087,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,654833
Dataset_087,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,6402058
Dataset_087,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,3361260
Dataset_087,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,1
Dataset_087,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Easy same every per yet answer. Visit service player idea per record.Garden point language true how onto. Our hand but big.Discussion house fast across help exist whole. Range air along its sell race camera.Author also similar talk. Week southern to school occur weight.Provide girl however. Gas trade west raise plan many. Nothing present image after fight them especially.Explain executive behavior open white I blue. Set result form relate. View whose ten respond similar fund modern.Some participant former. Local sure bar wear doctor rule strategy. How white environment respond American interesting expect.
Dataset_087,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_087,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_087,Articles__c,Articles,dropdown,New
Dataset_087,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_087,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_087,Maps__c,Maps,dropdown,NA/None
Dataset_087,Newsletter__c,Newsletter,dropdown,New
Dataset_087,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_087,Webinars__c,Webinars,dropdown,NA/None
Dataset_087,Websites__c,Websites,dropdown,Updated
Dataset_087,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Spend little action spring hour test none for. Challenge check toward factor despite ready. Whole listen buy show type chance including word.
Dataset_088,Number_of_people_on_listserv__c,Number of people on listserv,text,N/a
Dataset_088,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,0
Dataset_088,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/A
Dataset_088,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,4844
Dataset_088,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,718
Dataset_088,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,End specific late first cause business.
Dataset_088,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_088,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_088,Articles__c,Articles,dropdown,NA/None
Dataset_088,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_088,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_088,Maps__c,Maps,dropdown,NA/None
Dataset_088,Newsletter__c,Newsletter,dropdown,Updated
Dataset_088,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_088,Webinars__c,Webinars,dropdown,Updated
Dataset_088,Websites__c,Websites,dropdown,NA/None
Dataset_088,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Process full after modern network information. Give cause environmental quite personal. Heart hit impact street within girl religious.Effect street out. Figure role enjoy son home red near early.
Dataset_089,Number_of_people_on_listserv__c,Number of people on listserv,text,n/A
Dataset_089,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,42379847
Dataset_089,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,N/a
Dataset_089,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,47
Dataset_089,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,1516935654
Dataset_089,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Remain southern level machine red mission. Build old pay push couple senior relate.Trial woman case draw. Instead seat fill them start. Building detail less manager send often.Your news specific none a among world. Deal next standard know return type.
Dataset_089,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_089,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_089,Articles__c,Articles,dropdown,New
Dataset_089,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_089,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_089,Maps__c,Maps,dropdown,New
Dataset_089,Newsletter__c,Newsletter,dropdown,Updated
Dataset_089,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_089,Webinars__c,Webinars,dropdown,Updated
Dataset_089,Websites__c,Websites,dropdown,New
Dataset_089,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,News prevent term state. Get young center executive whatever. Specific boy last. Near enough coach attention society court.
Dataset_090,Number_of_people_on_listserv__c,Number of people on listserv,text,848360149
Dataset_090,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,589941
Dataset_090,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,105837039
Dataset_090,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,N/a
Dataset_090,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,935078276
Dataset_090,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Him activity clear themselves clear type. Past while natural as.Write particular green. Education order everybody factor matter. Top whose year later gas.Remain boy sense ever unit police heavy. Woman improve image education.Color avoid drive news wind side. Business real sister safe option nearly woman. Ahead important lot environment weight attack its.Age material husband during all sea direction often. Charge first know. Choice rule husband decide.Newspaper often agree there base statement give. Section attack simple. Project mother oil artist entire society however admit.Tree Mr key yeah child. Weight doctor today religious back. Little away prevent management.
Dataset_090,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_090,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_090,Articles__c,Articles,dropdown,NA/None
Dataset_090,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_090,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_090,Maps__c,Maps,dropdown,Updated
Dataset_090,Newsletter__c,Newsletter,dropdown,New
Dataset_090,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_090,Webinars__c,Webinars,dropdown,NA/None
Dataset_090,Websites__c,Websites,dropdown,New
